customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C02112,Female,0,Yes,No,19,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,52.97,1025.81,No
C02113,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,73.83,1806.0,No
C02114,Male,1,Yes,No,48,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,109.15,5331.38,No
C02115,Female,0,Yes,No,68,Yes,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,70.22,4692.54,No
C02116,Male,0,Yes,No,41,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),66.45,2669.96,Yes
C02117,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.25,118.19,No
C02118,Male,0,No,No,52,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.74,1057.74,Yes
C02119,Female,0,Yes,Yes,33,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.71,2263.98,No
C02120,Female,1,Yes,Yes,68,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.35,6409.77,Yes
C02121,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,102.48,894.79,No
C02122,Male,0,No,No,27,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),57.58,1596.65,No
C02123,Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.72,117.62,No
C02124,Female,1,Yes,Yes,47,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,57.34,2660.39,No
C02125,Female,0,No,Yes,65,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),60.47,3881.12,No
C02126,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),104.01,3548.6,No
C02127,Male,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.1,1383.06,No
C02128,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.84,1523.32,Yes
C02129,Female,0,No,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,109.14,5495.19,Yes
C02130,Male,1,Yes,No,46,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.46,4956.09,No
C02131,Male,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.72,5150.61,No
C02132,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,27.44,700.85,No
C02133,Male,0,Yes,No,22,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.84,1154.31,Yes
C02134,Male,0,Yes,Yes,34,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,57.25,1867.17,No
C02135,Male,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.19,820.67,No
C02136,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.35,102.02,No
C02137,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,109.17,1507.9,No
C02138,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,84.52,1275.49,Yes
C02139,Female,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.15,1352.39,No
C02140,Female,0,No,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.33,1624.48,No
C02141,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.19,1138.95,No
C02142,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),80.11,1528.24,No
C02143,Male,0,Yes,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.98,881.43,No
C02144,Male,0,No,No,7,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.53,506.88,Yes
C02145,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,86.84,2046.34,No
C02146,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,68.46,3556.61,No
C02147,Male,0,No,No,63,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),57.05,3665.48,No
C02148,Female,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,96.21,5406.92,No
C02149,Male,1,Yes,No,36,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,49.93,1821.72,Yes
C02150,Male,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer (automatic),45.85,476.17,No
C02151,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.01,159.59,No
C02152,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.45,687.04,No
C02153,Male,0,No,No,37,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.38,2063.24,No
C02154,Female,1,Yes,No,36,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.5,2455.32,Yes
C02155,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,81.71,1157.97,Yes
C02156,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.75,2168.34,No
C02157,Male,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Credit card (automatic),89.79,2102.91,No
C02158,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.19,166.34,No
C02159,Male,0,Yes,No,37,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,57.24,2149.93,No
C02160,Male,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,75.73,3172.47,No
C02161,Male,0,No,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.04,1016.19,No
C02162,Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),77.2,3156.49,No
C02163,Female,1,Yes,No,31,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),46.49,1471.46,Yes
C02164,Female,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,75.75,1017.89,Yes
C02165,Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.5,92.29,Yes
C02166,Female,0,Yes,Yes,23,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.47,625.85,No
C02167,Male,0,No,No,9,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,54.94,382.07,No
C02168,Female,0,No,Yes,15,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,64.6,940.78,No
C02169,Female,1,No,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.83,798.42,No
C02170,Male,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,48.19,751.59,No
C02171,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.68,1951.24,Yes
C02172,Male,0,No,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,58.7,381.14,Yes
C02173,Female,0,No,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,60.11,3315.07,Yes
C02174,Male,1,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.77,906.33,No
C02175,Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),103.93,128.59,Yes
C02176,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,105.04,23.62,No
C02177,Female,0,No,Yes,32,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.75,1847.83,No
C02178,Male,1,No,No,70,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.53,1736.69,No
C02179,Female,1,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),93.98,5487.53,No
C02180,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),77.2,5381.29,No
C02181,Male,0,No,No,31,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.78,1665.67,No
C02182,Male,0,Yes,No,16,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.82,1204.45,Yes
C02183,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.7,1266.42,No
C02184,Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.53,1979.74,Yes
C02185,Male,0,Yes,No,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.22,1013.28,No
C02186,Male,1,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,103.25,495.21,No
C02187,Female,0,No,No,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,62.59,3034.82,No
C02188,Female,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,49.65,1255.73,No
C02189,Male,0,No,Yes,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),73.5,2353.19,Yes
C02190,Female,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.06,1769.12,No
C02191,Male,0,No,Yes,43,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,63.6,2775.16,Yes
C02192,Female,0,No,Yes,58,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.85,3599.33,Yes
C02193,Male,0,No,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,101.91,2775.04,No
C02194,Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),72.66,1162.01,No
C02195,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.41,472.11,No
C02196,Male,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,106.63,4169.98,Yes
C02197,Female,0,Yes,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.67,3179.55,No
C02198,Female,0,No,No,44,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.42,3868.94,Yes
C02199,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,87.02,147.96,No
C02200,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.43,75.84,No
C02201,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.81,936.66,No
C02202,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,46.75,3283.83,Yes
C02203,Male,0,Yes,Yes,39,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.96,2492.18,No
C02204,Male,0,Yes,No,67,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,75.8,4982.23,No
C02205,Male,1,No,No,53,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Electronic check,76.02,3990.0,No
C02206,Male,0,No,Yes,19,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.2,817.05,No
C02207,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.92,432.36,No
C02208,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),106.29,537.01,Yes
C02209,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),106.57,4084.36,No
C02210,Male,0,Yes,Yes,39,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,59.57,2309.31,Yes
C02211,Male,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.17,361.98,Yes
C02212,Female,0,No,No,71,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,100.51,7160.38,No
C02213,Male,0,No,Yes,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.25,733.19,Yes
C02214,Female,0,Yes,No,36,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.4,885.18,No
C02215,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.16,3169.53,Yes
C02216,Female,0,Yes,No,42,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,97.71,4069.86,No
C02217,Male,0,No,No,62,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.21,6160.66,No
C02218,Female,0,Yes,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),52.74,1976.13,No
C02219,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),81.62,3996.33,No
C02220,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.52,563.07,No
C02221,Male,0,No,No,65,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),85.66,5580.32,No
C02222,Female,0,No,Yes,8,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),72.35,574.06,No
C02223,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,92.55,1579.01,Yes
C02224,Female,0,No,No,21,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,74.8,1562.73,Yes
C02225,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,83.09,1138.52,Yes
C02226,Male,0,No,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.76,123.17,No
C02227,Male,0,Yes,Yes,12,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,68.44,828.98,No
C02228,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.7,3291.88,Yes
C02229,Female,1,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.99,377.63,Yes
C02230,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,88.61,3536.08,No
C02231,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.25,541.56,Yes
C02232,Female,1,Yes,No,27,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,58.5,1516.42,No
C02233,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,53.18,877.64,Yes
C02234,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,58.52,3765.72,No
C02235,Female,0,Yes,No,12,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.58,225.01,No
C02236,Male,0,Yes,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.28,736.56,No
C02237,Male,0,Yes,Yes,57,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,66.0,3857.96,Yes
C02238,Female,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,104.02,1967.75,Yes
C02239,Male,0,No,No,51,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,60.48,3051.04,Yes
C02240,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.37,304.63,No
C02241,Male,1,No,No,22,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),74.77,1706.02,Yes
C02242,Male,1,No,No,41,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.92,2576.36,No
C02243,Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),105.7,2413.23,No
C02244,Female,0,Yes,Yes,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.92,141.01,Yes
C02245,Female,0,No,Yes,31,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,96.73,2987.46,No
C02246,Male,1,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.98,3627.48,Yes
C02247,Male,0,Yes,Yes,16,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,105.29,1755.18,No
C02248,Female,0,Yes,No,26,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.38,1939.36,Yes
C02249,Male,0,No,No,67,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),75.99,5030.43,No
C02250,Male,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,85.88,1832.25,No
C02251,Male,0,Yes,No,33,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,76.18,2495.51,Yes
C02252,Male,0,No,Yes,20,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,48.23,933.78,No
